investor_count,select_investors,total_raised
13,"Novator Partners, True, Causeway Media Partners",5970000000.0
9,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",1000000000.0
16,"MMC Ventures, BGF Ventures, Unilever Ventures",3610000000.0
22,"WRVI Capital, Caffeinated Capital, Y Combinator",247610000.0
7,"8VC, Menlo Ventures, Tiger Global Management",200180000.0
6,"Insight Partners, Bain Capital Ventures",2510000000.0
5,"IDG Capital, Francisco Partners, ZhenFund",140230000.0
10,"Flybridge Capital Partners, SoftBank Group, Monashees+",304580000.0
9,"Wellington Management, Eurazeo, Citi Ventures",3700000000.0
18,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",111500000.0
10,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",3250000000.0
10,"SCB 10X, Krungsri Finnovate, eWTP Capital",3600000000.0
8,"Scale Venture Partners, Bond, Tiger Global Management",315820000.0
11,"CRV, Y Combinator, Initialized Capital",235620000.0
5,"New Enterprise Associates, Accel, Bond",126500000.0
7,"Bojiang Capital, Hongdao Capital, Mobai Capital",230310000.0
12,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",3440000000.0
32,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",170720000.0
9,"TLV Partners, Lightspeed Venture Partners, M12",2650000000.0
10,None,352320000.0
15,"B Capital Group,, GE Ventures, McKesson Ventures",259180000.0
10,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",1630000000.0
10,"Global Founders Capital, Shea Ventures, Greycroft",277800000.0
9,"Matrix Partners China, Sequoia Capital China, Hundreds Capital",397280000.0
20,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",165710000.0
12,"Greycroft, Loeb.NYC, DST Global",341510000.0
11,"Silverton Partners, Accel, Ballast Point Ventures",255080000.0
10,"American Family Ventures, Cox Enterprises, OMERS Ventures",3070000000.0
14,"TDK Ventures, Social Capital, D1 Capital Partners",362550000.0
15,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",3910000000.0
12,"Pantera Capital, Cadenza Ventures, BlockTower Capital",13100000.0
20,"Union Square Ventures, Insight Partners, Spark Capital",156520000.0
11,"Thrive Capital, Durable Capital Partners, G Squared",5700000000.0
8,"Smilegate Investment, DSC Investments, KTB Ventures",187570000.0
20,"Accel, Cobalt Capital, Andreessen Horowitz",173920000.0
12,"Eastern Bell Capital, Danhua Capital, MSA Capital",2000000000.0
12,"XBTO Ventures, Raven One Ventures, SK Ventures",100250000.0
23,"Norwest Venture Partners, Hillsven Capital, Aleph",480340000.0
11,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",319720000.0
4,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",221030000.0
5,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China",64080000.0
5,"Iris Capital, Accel, Elaia Partners",64080000.0
9,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India",206320000.0
22,"Sequoia Capital, Founders Fund, Bling Capital",126550000.0
22,Bregal Sagemount,126550000.0
16,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",154030000.0
2,"Northzone Ventures, Maveron, Johnson & Johnson Innovation",80000000.0
10,"Optum Ventures, Qiming Venture Partners, Transformation Capital",2630000000.0
13,"Delian Capital, China International Capital Corporation, Sequoia Capital China",110590000.0
31,None,684520000.0
10,"Insight Partners, Ignition Partners, Georgian Partners",119830000.0
14,"Salesforce Ventures, next47, Pereg Ventures",184500000.0
22,"Bessemer Venture Partners, MoreVC, Team8",6320000000.0
10,"Genesis Partners, Aleph, Insight Partners",91500000.0
15,"Balderton Capital, Next World Capital, Draper Esprit",225630000.0
17,"Javelin Venture Partners, TTV Capital, Peterson Ventures",157620000.0
3,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",910000000.0
5,"Foundation Capital, 	Summit Partners, Adams Street Partners",216500000.0
13,"Hyde Park Venture Partners,	FundersClub. Bain Capital Ventures",331100000.0
9,"Tiger Global Management, Sequoia Capital India, SoftBank Group",573820000.0
17,"CE-Ventures, BECO Capital, Nordstar",502200000.0
17,None,502200000.0
12,"General Catalyst, Future Ventures, AU21",108030000.0
18,"SEED Capital, Greyhound Capital, Socii Capital",371290000.0
15,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",217300000.0
15,"Index Ventures, Sequoia Capital, General Catalyst",217300000.0
1,"Foundry Group, Scale Venture Partners, SoftBank Group",1500000.0
9,"NetEase Capital, Northern Light Venture Capital, Microsoft",0.0
23,"Y Combinator, M12, SEEK",273250000.0
6,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",132350000.0
20,"Accel, Sands Capital, International Finance Corporation",330880000.0
22,None,259100000.00000003
5,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",235940000.0
26,"Wing Venture Capital, Slow Ventures, Uncork Capital",335020000.0
8,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",238120000.0
9,"Accomplice, Oak Investment Partners, Georgian Partners",203750000.0
10,"Greylock Partners, Google Ventures, BlackRock",1350000000.0
9,"Greylock Partners, Google Ventures, BlackRock",293610000.0
26,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",199470000.0
10,"Qualcomm Ventures, Woori Investment, Hanwha Investment & Securities",72440000.0
6,"Andreessen Horowitz, Homebrew, Point72 Ventures",345350000.0
8,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",98960000.0
8,None,131460000.0
2,"Ardian, Bain Capital",938710000.0
14,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",3500000000.0
55,"GGV Capital, BlackRock, ACE & Company",396060000.0
8,"Accel, Y Combinator, Amasia",215010000.0
17,"Anthemis, Connect Ventures, Northzone Ventures",271800000.0
3,"Advent International, PSG, Providence Equity Partners",0.0
17,"Rembrandt Venture Partners, M12, Altos Ventures",271800000.0
13,"Yunqi Partners, SoftBank Group, iVision Ventures",228790000.0
2,"Tencent Holdings, Hillhouse Capital Management",1000000000.0
15,None,976500000.0
13,"Accel, Tiger Global Management, Omidyar Network",308380000.0
14,"Sequoia Capital, Thrive Capital, Sound Ventures",238300000.0
12,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",245220000.0
21,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",3380000000.0
3,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",1100000000.0
6,"Greylock Partners, Lux Capital, General Atlantic",255340000.0
3,"True Ventures, Altimeter Capital, Redpoint Ventures",171850000.0
8,"Index Ventures, IDInvest Partners, Daphni",328430000.0
31,"Sequoia Capital India, The Times Group, GMO VenturePartners",248960000.0
17,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures",671930000.0
3,"Vitruvian Partners, Merieux Equity Partners, Straumann",210080000.0
18,"Valor Capital Group, Lightrock, Softbank Group",377930000.0
1,"Innovation Endeavors, Aleph, Temasek",0.0
13,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures",2940000000.0
8,"GGV Capital, GSR Ventures, FreesFund",142270000.0
14,"Sequoia Capital China, Linear Venture, Hearst Ventures",1100000000.0
2,FTV Capital,64500000.0
9,"Cowboy Ventures, Leaders Fund, GGV Capital",128200000.0
13,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",558710000.0
23,"Insight Partners, AltaIR Capital, Norma Investments",2130000000.0
11,"Acero Capital, General Catalyst, M12",2690000000.0
8,"Equal Ventures, Uncork Capital, Andreessen Horowitz",130600000.0
17,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping",287830000.0
13,"Accel, Falcon Edge Capital, Norwest Venture Partners",228580000.0
10,"Khosla Ventures,General Catalyst, Victory Park Capital",6620000.0
2,"Goldman Sachs Asset Management, 3L",1000000000.0
12,"Google Ventures, Cathay Innovation, NJF Capital",254100000.0
11,"Paladin Capital Group, Greycroft, Scale Venture Partners",257800000.0
14,"General Atlantic, Elevation Capital, BEENEXT",371400000.0
30,"Gunosy Capital, Blume Ventures, Das Capital",303730000.0
15,"British Patient Capital, SEB Venture Capital, IQ Capital",402050000.0
4,"Khosla Ventures, General Catalyst, Navitas Capital",2050000000.0
14,"DST Global, General Catalyst, Monashees+",108500000.0
15,"RRE Ventures+, Highland Capital Partners, The Carlyle Group",492050000.0
10,"Andreessen Horowitz, Intel Capital, Foundation Capital",160600000.0
3,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",0.0
4,"KKR, FTV Capital, Ten Eleven Ventures",3300000000.0
6,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",126350000.0
20,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",508480000.0
12,"NewAlpha, XAnge Private Equity, Tencent Holdings",260330000.0
13,"Cherry Ventures, Felix Capital, 83North",766700000.0
18,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",397860000.0
8,"Thrive Capital, General Catalyst, Coatue Management",1410000000.0
7,"Insight Partners, Lightspeed Venture Partners, CyberStarts",2200000000.0
6,"Alpargatas, GS Growth, Lightspeed Venture Partners",440000000.0
33,"Vostok New Ventures, The Raine Group, Balderton Capital",517900000.0
7,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management",203910000.0
13,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",2330000000.0
22,"Atomico, Hanaco Venture Capital, TriplePoint Capital",601590000.0
11,None,4860000000.0
6,"TPG Capital, Apax Partners, TA Associates",6880000000.0
8,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures",501640000.0
7,"Franklin Templeton, Motive Partners. Apollo Global Management",2830000000.0
19,"Fifth Wall Ventures, JBV Capital, Array Ventures",166340000.0
6,"AWZ Ventures, Blackstone, Insight Partners",1850000000.0
10,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners",106700000.0
13,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",126300000.0
26,"Accel, 14W, GS Growth",315430000.0
25,"Next Play Ventures, Zeal Capital Partners, SoftBank Group",144430000.0
13,"QED Investors, DST Global, Endeavor",202500000.0
12,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners",79420000.0
12,"Atomico, NGP Capital, Google Ventures",2730000000.0
15,"Earlybird Venture Capital, Eleven Ventures, QED Investors",236500000.0
26,"Lemniscap VC, North Island Ventures, Polychain Capital",63750000.0
6,"Battery Ventures, Tiger Global Management, Hanaco Ventures",1710000000.0
11,"Nexus Venture Partners, Vertex Ventures, STRIVE",136510000.0
7,"New Enterprise Associates, Benchmark, Two Sigma Ventures",181060000.0
10,"Fasanara Capital, Tiger Global Management, Baleen Capital",7000000000.0
30,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz",449720000.0
6,"8VC, Liberty Strategic Capital, Eden Global Partners",525500000.0
11,"Zeev Ventures, Bond, Fifth Wall Ventures",604500000.0
