,Month,Company/Brand,Founded,Headquarters,Sector,Investor/s,Amount ($),Stage
0,December,CollegeDekho,2015.0,Gurgaon,E-learning,"Disrupt ADQ, QIC",35000000,Series B
1,December,BOX8,2012.0,Mumbai,Food & Beverages,Tiger Global,40000000,Pre-series B
2,December,Simpl,2015.0,Bangalore,Consumer Services,"Valar Ventures, IA Ventures",40000000,Series B
3,December,8i Ventures,2018.0,Mumbai,Venture Capital & Private Equity,,50000000,Pre-series B
4,December,PayGlocal,2021.0,Bangalore,Financial Services,Sequoia Capital India,4900000,Series A
5,December,Curefit,2016.0,Bangalore,"Health, Wellness & Fitness",Zomato,145000000,Pre-series B
6,December,Pocket FM,2018.0,Bangalore,OTT,"Lightspeed, Times Group, Tanglin Venture Partners",22000000,Series B
7,December,CHARGE+ZONE,2018.0,Vadodara,Automotive,Venture Catalysts,10000000,Pre-series B
8,December,PlanetSpark,2017.0,Gurugram,Education Management,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni",13000000,Series B
9,December,LenDenClub,2015.0,Mumbai,Financial Services,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund",10000000,Series A
10,December,CometChat,2009.0,Mumbai,Computer Software,Signal Peak Ventures,10000000,Series A
11,December,AgroStar,2013.0,Pune,AgriTech,"Evolvence, Hero Enterprise",70000000,Series C
12,December,Bizongo,2015.0,Mumbai,Information Technology & Services,Tiger Global,100000000,Series C
13,December,Probus Insurance,2002.0,Mumbai,Insurance,BlueOrchard Impact Investment Managers,6700000,Pre-series B
14,December,MoEngage,2014.0,Bangalore,Software Startup,Steadview Capital,30000000,Series C
15,December,CloudSEK,2015.0,Bangalore,Computer & Network Security,MassMutual Ventures,7000000,Series A
16,December,Exponent Energy,2020.0,Bangalore,Automotive,YourNest VC,5000000,Pre-series A
17,December,Trinkerr,2021.0,Bangalore,Capital Markets,Accel India,6600000,Series A
18,December,Zorro,2021.0,Gurugram,Social network,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",32000000,Seed
19,December,Ultraviolette,2021.0,Bangalore,Automotive,"TVS Motor, Zoho",150000000,Series C
20,December,NephroPlus,2009.0,Hyderabad,Hospital & Health Care,IIFL Asset Management,24000000,Series C
21,December,Unremot,2020.0,Bangalore,Information Technology & Services,Inflection Point Ventures,700000,Seed
22,December,FanAnywhere,2021.0,Bangalore,Financial Services,"Oasis Capital, Scorpio VC, DeltaHub Capital",Undisclosed,Seed
23,December,PingoLearn,2021.0,Pune,E-learning,"Titan Capital, Haresh Chawla, AngelList Syndicate",200000,Pre-series B
24,December,Spry,2021.0,Mumbai,Music,"9Unicorns, Ashneer Grover",1500000,Seed
25,December,Enmovil,2015.0,Hyderabad,Information Technology & Services,Anicut Angel Fund,1300000,Pre-series A
26,December,ASQI Advisors,2019.0,Mumbai,Financial Services,Founders Room Capital,1000000,Pre-series A
27,December,Insurance Samadhan,2018.0,New Delhi,Insurance,"9Unicorns, ZNL",725000,Pre-series A
28,December,Evenflow Brands,2020.0,Mumbai,Consumer Goods,,500000,Pre-series B
29,December,MasterChow,2020.0,Food & Beverages,Hauz Khas,WEH Ventures,461000,Seed
30,December,Fullife Healthcare,2009.0,Pharmaceuticals #REF!,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,,22000000,Series C
45,December,MoEVing,2021.0,Gurugram #REF!,MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,,5000000,Seed
46,December,Pristyn Care,2018.0,Gurugram,Hospital & Health Care,"Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal",96000000,Series C
47,December,Plix,2018.0,Mumbai,"Health, Wellness & Fitness","Guild Capital, RPSG Capital Ventures",5000000,Series A
48,December,Uni Cards,2020.0,Bangalore,Financial Services,"General Catalyst, Eight Roads Ventures, Elevation Capital",70000000,Series A
49,December,Practically,2018.0,Hyderabad,E-learning,"NB Ventures, Earlsfield Capital",5000000,Pre-series B
50,December,Nestasia,2018.0,Kolkata,Retail,"Varun Alagh, Sahil Barua",4000000,Series A
51,December,Vedic Cosmeceuticals,2002.0,Noida,Cosmetics,Sixth Sense Ventures,32000000,Series A
52,December,Juspay,2012.0,Bangalore,FinTech,SoftBank Vision Fund 2,60000000,Series C
53,December,TranZact,2017.0,Mumbai,Information Technology & Services,"Tribe Capital, Prime Venture Partners",7000000,Series A
54,December,Atomberg,2012.0,Mumbai,Consumer Electronics,Jungle Ventures,20000000,Pre-series B
55,December,Ola,2010.0,Bangalore,Mobility,Marquee international institutional investors,500000000,Pre-series B
56,December,Mohalla Tech,2015.0,Bangalore,Social media,Alkeon Capital,266000000,Series C
57,December,Stack,2020.0,Bangalore,Financial Services,"Y Combinator, Harvard Management",4500000,Seed
58,December,PropReturns,2020.0,Mumbai,Real Estate,"Y Combinator﻿, ﻿Goodwater Capital",1200000,Pre-series B
59,December,WeSkill,2020.0,Gurugram,E-learning,"Shrishti Sahu, Umang Vohra",4000000,Pre-seed
60,December,Fitpage,2020.0,Mumbai,"Health, Wellness & Fitness","Astra Ventures, Gaurav Jaitly",300000,Pre-series B
61,December,ShopMyLooks,2021.0,Noida,Digital platform,"Capital A, Collective Artists Network",200000,Pre-series B
62,December,ByteLearn,2021.0,Noida,E-learning,"Aditya Singhal, Nishant Sinha",9500000,Seed
63,December,Dista,2017.0,Pune,Computer Software,Pentathlon Ventures,1200000,Seed
64,December,OfBusiness,2015.0,Gurugram,Financial Services,"Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II",325000000,Pre-series B
66,December,FRND,2019.0,Bangalore,Online Media,KRAFTON,6500000,Series A
67,December,Metadome,2017.0,Bangalore,Computer Software,"Chiratae Ventures, Lenskart Vision Fund",4000000,Pre-series A
68,December,Keka HR,2014.0,Hyderabad,Information Technology & Services,Recur Club,1600000,Pre-series B
69,December,Flo Mobility,2019.0,Bangalore,Industrial Automation,"DevX Venture Fund, Blume Founder Fund",400000,Pre-series B
70,December,Yodacart,2019.0,Thane,E-commerce,Ajith Daneil,225000,Pre-seed
71,December,TheHouseMonk,2019.0,Bangalore,Real Estate,Aurum Proptech,5000000,Pre-series B
72,December,Zepto,2021.0,Bangalore,E-commerce,Y-Combinator,100000000,Pre-series B
74,December,Jumbotail,2015.0,Bangalore,B2B Ecommerce,Invus,85000000,Series C
75,December,Captain Fresh,2019.0,Bangalore,Logistics & Supply Chain,"Tiger Global, Prosus Ventures",40000000,Series B
76,December,Deciwood,2018.0,New Delhi,Consumer Electronics,"Shuru Up, Ankit Kedia, Arun Gupta",200000,Pre-series B
79,December,Unbox Robotics,2019.0,Pune,Logistics & Supply Chain,"3one4 Capital, Sixth Sense Ventures",7000000,Series A
80,December,Ninety One,2015.0,Ahmedabad,Consumer Goods,A91 Partners,30000000,Series A
81,December,Gobillion,2020.0,New Delhi,Social commerce,"YCombinator, Justin Mateen, Pioneer Fund",2900000,Seed
82,December,RIPPLR,2019.0,Bangalore,Logistics & Supply Chain,"Sojitz Corporation, Stride Ventures",12000000,Pre-series B
83,December,SK Finance,1994.0,Jaipur,Financial Services,"IIFL Wealth, TPG Growth, Norwest Venture Partners",53000000,Series C
84,December,Eggoz,2017.0,Gurugram,Food & Beverages,"Nabventures, Avaana Capital",3500000,Series A
85,December,Fabriclore,2016.0,Jaipur,Apparel & Fashion,"Fluid Ventures, Mulberry Silks",700000,Pre-series A
86,December,Veefin,2010.0,Mumbai,Information Technology & Services,Rajesh Rajendran,3000000,Pre-series B
87,December,Verandah,2011.0,Mumbai,Apparel & Fashion,"Mike Novogratz, Neeraj Arora",1000000,Seed
89,December,OWO Technologies,2020.0,Gurugram,Food & Beverages,,3000000,Seed
91,December,The Gourmet Jar,2012.0,Noida,Food & Beverages,DevX Venture Fund,150000,Pre-series B
94,December,Neobank Jupiter,2019.0,Mumbai,Banking,"Tiger Global, Sequoia Capital",86000000,Series C
95,December,Skippi Ice Pops,2021.0,Hyderabad,Food Production,Shark Tank India,130000,Pre-series B
96,December,Glii,2020.0,Noida,Dating,We Founder Circle,10000,Seed
97,December,GlobalBees,2021.0,New Delhi,E-commerce,"Premji Invest, Steadview Capital",111000000,Series B
98,December,Mamaearth,2016.0,Gurugram,"Health, Wellness & Fitness",Sequoia,37000000,Pre-series B
99,December,SecureNow,2011.0,Gurugram,Insurance,Apis Insurtech Fund I,6000000,Series B
100,December,Vendor Infra,2019.0,Gurugram,Construction,"SK Tripathi, Sanjeev Gupta",265000,Pre-series B
101,December,Hakuna Matata,2006.0,Chennai,Information Technology & Services,Hardcastle Petrofer,1000000,Pre-series B
102,December,OneCard,2019.0,Pune,Financial Services,"Ocean View Investment, QED Fund",76000000,Pre-series B
104,November,Fi,2019.0,Bangalore,Financial Services,"Capital Group, Falcon Edge",50000000,Series B
105,November,Kiko Live,2020.0,Gurugram,Commerce,"Dinesh Agarwal, Amarjit Batra",1000000,Pre-series A
107,November,The Hosteller,2015.0,Mumbai,Hospitality,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",1000000,Pre-series A
109,November,Ruptok Fintech,2020.0,New Delhi,Financial Services,Manuvel Malabar Jewellers,2000000,Pre-series A
110,November,VilCart,2017.0,Bangalore,Retail,Nabventures,2000000,Pre-series B
111,November,Dogsee Chew,2015.0,Bangalore,Food & Beverages,Sixth Sense Ventures,7000000,Pre-series A
112,November,Advantage Club,2014.0,Gurugram,HR Tech,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",3300000,Pre-series A
113,November,TRDR,2020.0,Bangalore,Financial Services,"Kunal Shah, Snehal Fulzele",150000,Pre-series B
114,November,Zoomcar,2012.0,Bangalore,Mobility,SternAegis Ventures,92000000,Pre-series B
115,November,Leap India,2013.0,Mumbai,Logistics & Supply Chain,CDC Group,10000000,Pre-series B
116,November,SuperBottoms,2015.0,Mumbai,Consumer Goods,Alteria Capital,400000,Pre-series B
117,November,Cora Health,2020.0,Bangalore,"Health, Wellness & Fitness",Indian Angel Network,600000,Seed
118,November,Battery Smart,2019.0,New Delhi,Renewables & Environment,"Blume Ventures, Orios Ventures",7000000,Pre-series A
119,November,The Good Glamm Group,2021.0,Pune,Information Technology & Services,"Warburg Pincus﻿, Prosus Ventures",150000000,Series C
120,November,Mosaic Wellness,2019.0,Mumbai,"Health, Wellness & Fitness",Sequoia,24000000,Series A
121,November,CloudFiles,2020.0,Bangalore,SaaS startup,Titan Capital,300000,Pre-seed
122,November,The Viral Fever,2012.0,Mumbai,Entertainment,BlackSoil,2000000,Pre-series B
123,November,Xpand,2021.0,New Delhi,Retail,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",1500000,Pre-series A
124,November,Troo Good,2018.0,Hyderabad,E-commerce,OAKS Asset Management,7000000,Series A
125,November,Prodo,2021.0,New Delhi,Business Supplies & Equipment,"Titan Capital, LetsVenture",300000,Pre-seed
126,November,Unnati,2019.0,Noida,FinTech,"Incofin, NabVentures, Orios",7000000,Series A
127,November,Lysto,2021.0,Bangalore,NFT,BEENEXT,3000000,Seed
128,November,Wakefit,2014.0,Bangalore,Furniture,SIG,20000000,Series C
129,November,Buyofuel,2020.0,Coimbatore,Oil & Energy,Inflection Point Ventures,100000,Seed
130,November,ElectricPe,2021.0,Bangalore,EV,"Blume Ventures, Micelio Fund",3000000,Seed
131,November,Vayana Network,2017.0,Pune,Financial Services,"CDC Group, Jungle Ventures, March Capital, Marshall Wace",30000000,Series C
132,November,Valuationary,2020.0,Surat,E-learning,"Ashish Jain, Ajay Surana",100000,Pre-seed
133,November,Knocksense,2016.0,Lucknow,Online Media,"We Founder Circle, Appyhigh, Mumbai Angels",150000,Pre-series B
134,November,Petpooja,2011.0,Ahmedabad,Information Technology & Services,"Aroa Ventures, GVFL, Udaan",4500000,Pre-series B
135,November,Wingreens Farms,2011.0,Gurugram,Food & Beverages,"Investcorp, Omidyar Network",17000000,Pre-series B
136,November,Doola,2020.0,New York,Company-as-a-Service,Nexus Venture Partners,3000000,Pre-series B
138,November,Bombay Hemp Company,2013.0,Mumbai,Textiles,"Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",2000000,Pre-series B
140,November,GuardianLink,2017.0,Chennai,Information Technology & Services,Kalaari Capital,12000000,Series A
141,November,Clinikk,2016.0,Bangalore,Hospital & Health Care,MassMutual Ventures,4000000,Pre-series A
142,November,Toplyne,2021.0,Bangalore,Computer Software,"Sequoia Capital , Together Fund",2500000,Pre-series B
143,November,Mensa,2021.0,Bangalore,D2C,"Alpha Wave Ventures, Falcon Edge Capital",135000000,Series B
144,November,GENLEAP,2021.0,Haryana,Professional Training & Coaching,"Vivek Vaidya, Kevin Donlon, Ayush Singh",8000000,Seed
145,November,Planys,2015.0,Chennai,Maritime,"Kieretsu Forum, Lets Venture, Shell",1600000,Pre-series A
146,November,Wonderchef,2009.0,Mumbai,Consumer Goods,"Sixth Sense Ventures, Godrej Family office, Malpani Group",20000000,Pre-series B
147,November,GoKwik,2020.0,New Delhi,Information Technology & Services,Sequoia Capital India,15000000,Series A
148,November,Velocity,2020.0,Bangalore,Financial Services,Valar Ventures,20000000,Series A
149,November,SalaryBox,2020.0,Gurugram,Financial Services,"Y-Combinator, AME Cloud Ventures, Gokul Rajaram",4000000,Seed
150,November,Boingg,2019.0,Gurugram,Furniture,Inflection Point Ventures,200000,Seed
151,November,Better Capital,2006.0,Santra,Venture Capital & Private Equity,,15000000,Pre-series B
152,November,Tickertape,2019.0,Bangalore,Financial Services,Smallcase,5000000,Pre-series B
154,November,Disprz,2015.0,Mumbai,E-learning,"Dallas Venture Capital, Mars Growth Capital",13000000,Series B
156,November,Inzpira,2021.0,Trivandrum,E-learning,"Raj Nair, Gopinath Latpate",300000,Seed
157,November,Defy,2021.0,Bangalore,Financial Services,"Y Combinator, Goat VC, JAM Fund, Goodwater Capital",5500000,Pre-series B
158,November,Mindhouse,2019.0,Gurugram,"Health, Wellness & Fitness","Binny Bansal, General Catalyst",6000000,Seed
159,November,Homversity,2017.0,Ahmedabad,Housing Marketplace,,155000,Pre-series B
160,November,Toppersnotes,2015.0,Jaipur,Education Management,Inflection Point Ventures,1000000,Seed
161,November,NoBroker.com,2014.0,Bangalore,Real Estate,"General Atlantic, Tiger Global, Moore Strategic Ventures",2100000,Series C
162,November,Haber,2017.0,Pune,Industrial Automation,Ascent Capital,20000000,Series B
163,November,True Balance,2014.0,Gurugram,Financial Services,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja",30000000,Pre-series B
164,November,Recordent,2018.0,Hyderabad,Financial Services,"Family Office of Kantamaneni, IIM Calcutta Innovation Park",400000,Pre-series B
165,November,Koparo,2020.0,New Delhi,Consumer Goods,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",700000,Seed
166,November,Indifi,2015.0,Gurugram,Financial Services,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",40000000,Pre-series B
167,November,Settl,2020.0,Bangalore,Real Estate,"ah! Ventures, We Founder Circle",500000,Seed
168,November,Park+,2019.0,New Delhi,Tech startup,"Sequoia Capital, Matrix Partners",25000000,Series B
169,November,Simple Energy,2019.0,Bangalore,Automotive,,21000000,Pre-series B
170,November,Dream Sports,2008.0,Mumbai,Sports,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global",840000000,Pre-series B
171,November,Spinny,2015.0,Gurugram,Automotive,"Abu Dhabi Growth Fund, Tiger Global",248000000,Series C
172,November,Rentomojo,2014.0,Bangalore,Furniture Rental,"Accel, Bain Capital",10000000,Pre-series B
173,November,Slice,2015.0,Bangalore,Financial Services,"Tiger Global, Insight Partners",220000000,Series B
174,November,21K School,2020.0,Bangalore,E-learning,Ronnie Screwvala,5000000,Pre-series A
176,October,Loop Health,2018.0,Pune,Hospital & Health Care,"Elevation, General Catalyst",12000000,Pre-series B
177,October,Rupifi,2020.0,Bangalore,Financial Services,Alteria Capital,1000000,Series B
178,October,RENEE Cosmetics,2019.0,Ahmedabad,Cosmetics,"Equanimity Ventures, 9Unicorns",1500000,Pre-series A
179,October,Svish,2020.0,Gurugram,Consumer Goods,Nueva,400000,Seed
180,October,Progcap,2016.0,New Delhi,FinTech,Tiger Global,30000000,Series C
181,October,Smartstaff,2020.0,Bangalore,Recruitment,"Blume Ventures, Nexus Venture Partners",4300000,Pre-series B
184,October,Mobileware Technologies,2008.0,Mumbai,Information Technology & Services,Kvanto Payment Services,4700000,Pre-series B
185,October,GramCover,2016.0,Noida,Insurance,"Siana Capital, Inflexor Ventures, Stride Ventures",7000000,Series A
186,October,BYJU'S,2011.0,Bangalore,EdTech,"Oxshott Capital Partners, XN Exponent, Edelweiss",300000000,Pre-series B
187,October,Hyperface,2021.0,Bangalore,Information Technology & Services,"Kunal Shah, Better Capital",1300000,Pre-series B
188,October,Licious,2015.0,Bangalore,Food & Beverages,,52000000,Series C
189,October,Chalo,2014.0,Mumbai,Mobility,"Lightrock India, Filter Capital",40000000,Series C
190,October,Kaar Technologies,2005.0,Chennai,Information Technology & Services,BlackSoil,4000000,Pre-series B
192,October,Sunstone Eduversity,2011.0,Gurugram,EdTech,WestBridge Capital,28000000,Series B
193,October,Ozonetel,2007.0,Hyderabad,Telecommunications,Stakeboat Capital,5000000,Series A
194,October,CoinSwitch Kuber,2017.0,Bangalore,Crypto,"Coinbase Ventures, Andreessen Horowitz",260000000,Series C
195,October,Pazcare,2020.0,Bangalore,Insurance,"BEENEXT, 3one4 Capital",3500000,Seed
196,October,kWh Bikes,2020.0,Bangalore,Automotive,"Let’s Venture, Better Capital",2000000,Seed
197,October,IBSFINtech,2006.0,Bangalore,Information Technology & Services,,1000000,Pre-series A
200,October,Twin Health,2018.0,Chennai,"Health, Wellness & Fitness","Sequoia Capital India, ICONIQ Capital, Perceptive Advisors",140000000,Series C
201,October,Trica,2021.0,Mumbai,Equity Management,LetsVenture,3000000,Seed
202,October,mHealth,2020.0,New Delhi,"Health, Wellness & Fitness",India Accelerator,Undisclosed,Seed
203,October,Rebel Foods,2011.0,Mumbai,Cloud kitchen,Qatar Investment Authority,175000000,Series C
204,October,ProfitWheel,2020.0,Mumbai,Marketing & Advertising,"Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani",3000000,Seed
205,October,Log 9 Materials,2014.0,Bangalore,Nanotechnology,Petronas Ventures,2000000,Pre-series B
206,October,Chingari,2018.0,Bangalore,Entertainment,Solana,19000000,Pre-series B
207,October,Ishitva,2018.0,Ahmedabad,Computer Software,Inflection Point Ventures,1000000,Pre-series A
208,October,Ola Electric,2017.0,Bangalore,Automotive,"Falcon Edge, Softbank",200000000,Pre-series B
209,October,leap.club,2014.0,Gurugram,Community,"Enzia Ventures, Kunal Shah",810000,Pre-series A
210,October,F5,2018.0,New Delhi,Retail,Auxano Capital,600000,Pre-series A
211,October,ForeignAdmits,2018.0,Bangalore,Higher Education,Unicorn India Ventures,400000,Seed
212,October,SALT,2019.0,Bangalore,Financial Services,"Prashant Pansare, Supermorpheus",500000,Pre-seed
213,October,EarnWealth,2014.0,Pune,Financial Services,,500000,Pre-series A
214,October,Visit Health,2015.0,New Delhi,"Health, Wellness & Fitness",Docprime Technologies,7500000,Pre-series B
215,October,Crater.Club,2020.0,Bangalore,Media,LC Nueva AIF,700000,Seed
216,October,NFTically,2021.0,Gurugram,NFT,"Nitish Mittersain, Gaurav Munjal",1000000,Seed
217,October,ReshaMandi,2020.0,Bangalore,B2B,"9Unicorns, Venture Catalysts, Sandeep Singhal",30000000,Series A
218,October,Zetwerk,2018.0,Bangalore,Mechanical Or Industrial Engineering,TradeCred,600000000,Pre-series B
219,October,Hubilo,2020.0,Ahmedabad,Software Startup,Alkeon Capital,125000000,Series B
220,October,M2P Fintech,2015.0,Chennai,Financial Services,Tiger Global,35000000,Series C
221,October,Open Financial Technologies,2017.0,Bangalore,Financial Services,"Temasek, Google, SBI Investment",90000000,Series C
222,October,Niro,2021.0,Bangalore,Financial Services,Elevar Equity,3500000,Seed
223,October,Wiingy,2021.0,Bangalore,E-learning,Aroa Ventures,400000,Pre-series B
224,October,CarDekho,2008.0,Jaipur,Automotive,,250000000,Series C
225,October,Melorra,2015.0,Bangalore,D2C jewellery,"9Unicorns, Symphony International Holdings Limited, Value Quest",24000000,Pre-series B
226,October,AnKa SumMor,2017.0,Bangalore,Sales and Distribution,Inflection Point Ventures,1000000,Pre-series A
227,October,Toch.ai,2016.0,Mumbai,SaaS,,11000000,Series A
228,October,Playto Labs,2021.0,Bangalore,E-learning,Inflection Point Ventures,500000,Seed
229,October,Fraazo,2020.0,Mumbai,Food & Beverages,WestBridge Capital,50000000,Series B
230,October,Arcana,2019.0,Bangalore,Information Technology & Services,"Republic Crypto, Woodstock, DCG, Sahil Lavingia",2300000,Pre-series B
231,October,FloCareer,2018.0,Bangalore,Information Services,Data Point Capital,5700000,Series A
232,October,Nap Chief,2019.0,Mumbai,Apparel & Fashion,Titan Capital,200000,Seed
233,October,AcknoLedger,2021.0,Mumbai,Crypto,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital",1500000,Seed
234,October,ApplicateAI,2014.0,Gurugram,Information Technology & Services,,30000000,Series A
235,October,VLCC Health Care,1989.0,Gurugram,"Health, Wellness & Fitness",,4000000,Pre-series B
236,October,Duroflex,1963.0,Bangalore,Furniture,Norwest Venture Partners,60000000,Pre-series B
237,October,Aviom India,2016.0,Bhilwara,Financial Services,Sabre Partners,8000000,Series C
238,October,Onato,2021.0,Bangalore,Computer Software,"Vertex Ventures, Omnivore",2200000,Pre-series B
239,October,Mestastop Solutions,2018.0,Bangalore,Biotechnology,CIIE.CO,100000,Pre-series B
240,October,SaaS Labs,2016.0,Noida,SaaS,"Base 10 Partners, Eight Roads Ventures",17000000,Series A
241,October,Devnagri,2017.0,Noida,Translation & Localization,"enture Catalyst, IPV",600000,Seed
242,October,CRED,2018.0,Bangalore,Finance,"Tiger Global, Falcon Edge",250000000,Series C
243,October,ConveGenius,2013.0,Noida,Education Management,"BAce Capital, Heritas Capital, 3Lines Venture Capital",5000000,Pre-seed
244,October,Totality,2017.0,Gurugram,Entertainment,"Leo Capital, Mayfield Fund",1000000,Pre-series B
245,October,CredAble,2017.0,Mumbai,Financial Services,"Plutus Wealth, Oaks Asset Management",30000000,Series B
246,October,MarketWolf,2017.0,Mumbai,Financial Services,"Anil Thadani, Ashutosh Sinha, Roy van Leeuwen",5500000,Seed
247,October,Wondrlab,2020.0,Mumbai,Marketing & Advertising,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings",7000000,Pre-series A
248,October,SUN Mobility,2017.0,Bangalore,Automotive,Vitol,50000000,Pre-series B
249,October,Tamasha,2020.0,Mumbai,Entertainment,Chiratae Ventures,3000000,Pre-series A
250,October,Revfin,2017.0,New Delhi,Financial Services,"Ruchirans Jaipuria, Rishi Kajaria",4000000,Pre-series A
251,October,Yu Foodlabs,2020.0,Gurugram,Food & Beverages,"Manish Choksi, Varun Vakil",1000000,Pre-series A
252,October,MergerDomo,2018.0,New Delhi,Investment Banking,Nadir B Godrej,500000,Pre-series B
253,October,FarMart,2015.0,Gurugram,Farming,Matrix Partners India,10000000,Series A
254,October,Questt,2020.0,Gurugram,EdTech,Celesta Capital,6750000,Series A
255,October,IDfy,2011.0,Mumbai,Information Technology & Services,"TransUnion, Blume Ventures",10000000,Series C
256,October,ClearDekho,2016.0,Ghaziabad,Retail,Aroa Ventures,4000000,Pre-series A
257,October,BookingJini,2017.0,Gurugram,Hospitality,Mumbai Angels Network,1200000,Pre-series A
258,October,Sourcewiz,2021.0,Gurugram,Information Technology & Services,"Blume, Alpha Wave Incubation",3000000,Seed
259,October,Tvasta,2016.0,Chennai,Mechanical Or Industrial Engineering,Habitat for Humanity International,400000,Pre-series B
260,October,Kafqa Academy,2021.0,Bangalore,E-learning,"Global Founders Capital, Enzia Ventures, Better Capital",1300000,Seed
261,October,Trell,2016.0,Bangalore,Social commerce,Amazon,100000000,Pre-series B
262,October,Storia,2016.0,Mumbai,Food & Beverages,Sixth Sense Ventures,6000000,Series A
264,October,Groww,2016.0,Bangalore,Finance,Iconiq Growth,250000000,Series C
265,October,The Indus Valley,2016.0,Chennai,Consumer Goods,"Rukam Capital, DSG Consumer Partners, The Chennai Angels",1100000,Pre-series B
266,October,BharatPe,2018.0,New Delhi,Financial Services,MAS Financial Services,10000000,Pre-series B
267,October,Teachmint,2020.0,Bangalore,E-learning,"Rocketship.vc, Vulcan Capital",78000000,Series B
268,October,Porter,2014.0,Bangalore,Logistics & Supply Chain,"Tiger Global, Vitruvian Partners",100000000,Series C
269,October,O4S,2017.0,Gurugram,Information Technology & Services,"Think Investments, Venture Highway",6000000,Series A
270,October,Wobb,2020.0,Gurugram,Marketing,"Alok Kohli, Sanjeev Bhargava",200000,Pre-seed
271,October,BASIC Home Loan,2020.0,Gurugram,Financial Services,"Venture Catalysts, Gruhas Proptech",3500000,Series A
272,October,Siply,2020.0,Bangalore,Financial Services,"LetsVenture, AngelList India, Founder's Room Circle",3200000,Pre-series A
273,October,BankSathi,2020.0,New Delhi,Financial Services,"Dinesh Godara, Anuj Ahuja, Aditya",500000,Pre-series B
274,October,Gramophone,2016.0,Indore,AgriTech,Z3Partners,10000000,Pre-series B
275,October,Healofy,2016.0,Bangalore,Femtech,"Celesta Capital, Omidyar Network India",6000000,Series B
276,October,E42,2012.0,Pune,Computer Software,Pavestone Ventures,5400000,Series A
277,October,Spottabl,2017.0,Bangalore,Human Resources,"LetsVenture, Paradigm Shift VC, Binny Bansal",400000,Seed
278,October,DeHaat,2012.0,Gurugram,Information Technology & Services,"Sofina, Lightrock India, Temasek",115000000,Series C
281,October,Instoried,2018.0,Bangalore,Computer Software,"Pritt Investment Partners, 9Unicorns",8000000,Pre-series B
282,October,SportZchain,2021.0,Mumbai,sports,"Darq Capital, Jagadeesh Atukuri",400000,Pre-seed
283,October,Hypto,2018.0,Chennai,Tech startup,Stellaris Venture Partners,3000000,Seed
284,October,CHUPPS,2016.0,Mumbai,Foootwear,Venture Catalysts,1100000,Pre-series A
285,October,Zenduty,2019.0,Bangalore,Computer Software,StartupXseed Ventures,1900000,Pre-series A
286,October,R for Rabbit,2014.0,Ahmedabad,Consumer Goods,Xponentia Capital Partners,5000000,Pre-series B
287,October,Acko,2016.0,Bangalore,Insurance,"General Atlantic, Multiples",255000000,Series C
288,October,LoveLocal,2015.0,Mumbai,Retail,Vulcan Capital,18000000,Pre-series B
289,October,SupplyNote,2015.0,Noida,Food & Beverages,Venture Catalysts,1200000,Pre-series A
291,October,Cloudphysician,2017.0,Bangalore,Hospital & Health Care,Elevar Equity,4000000,Pre-series A
292,October,Wiggles.in,2018.0,Pune,Veterinary,Anthill Ventures,5500000,Pre-series A
293,October,Avanti Finance,2017.0,Bangalore,Financial Services,"Oikocredit, Nomura, The Bill & Melinda Gates Foundation",15000000,Series A
294,October,Vanity Wagon,2018.0,New Delhi,Consumer Goods,Inflection Point Ventures,700000,Pre-series A
295,October,Purplle,2012.0,Mumbai,E-commerce,Kedaara,70000000,Pre-series B
297,September,MFine,2017.0,Bangalore,Hospital & Health Care,"Moore Strategic Ventures, BEENEXT",48000000,Series C
298,September,Aquatein,2019.0,Mumbai,Food & Beverages,Eaglewings Ventures,Undisclosed,Seed
299,September,Mentza,2020.0,Mumbai,E-learning,Inflection Point Ventures,400000,Seed
300,September,ConnectedH,2018.0,Gurugram,Hospital & Health Care,"Kalaari Capital, Incubate Fund India",2300000,Seed
301,September,CredAvenue,2017.0,Chennai,FinTech,"Sequoia Capital, Lightspeed, TVS Capital Funds",90000000,Series A
302,September,Vedantu,2011.0,Bangalore,E-learning,ABC World Asia,100000000,Series C
